Year,AZ__PDSI,CA__PDSI,CO__PDSI,KS__PDSI,NV__PDSI,NM__PDSI,TX__PDSI,UT__PDSI,AZ__T,CA__T,CO__T,KS__T,NV__T,NM__T,TX__T,UT__T,AZ__dT,CA__dT,CO__dT,KS__dT,NV__dT,NM__dT,TX__dT,UT__dT,AZ__P,CA__P,CO__P,KS__P,NV__P,NM__P,TX__P,UT__P,AZ__dP,CA__dP,CO__dP,KS__dP,NV__dP,NM__dP,TX__dP,UT__dP
860,-2.582,-3.399,-0.928,-1.1626,-2.43,-1.04,-1.05314,-1.332,15.66019,15.26139,7.20563,12.14709,10.00864,11.83198,18.11724,9.09507,0.20791,-0.2913,0.53462,0.86037,0.16673,0.27702,0.26697,0.45734,276.7673,356.66364,389.19672,725.77368,159.95778,292.73416,622.33673,269.62082,24.79511,43.37423,3.28279,26.18124,46.30827,45.37847,211.64867,4.37422
861,-1.338,-1.942,-0.591,-1.17329,-0.949,-0.833,1.69918,-0.144,15.03361,14.9212,7.08329,12.28701,9.67906,11.38896,17.39512,8.84037,-0.47135,-0.71737,-0.47705,0.13063,-0.58026,-0.14183,0.62408,-0.69577,278.85013,306.15112,333.08994,544.43292,199.64737,266.62491,710.96143,212.8022,4.26945,165.00484,34.39558,117.71148,41.35342,50.84267,-9.20146,84.76534
862,-1.242,-2.669,-1.215,-1.86079,-3.062,0.002,-1.57444,-2.696,15.87255,15.52714,7.40825,12.07429,10.24827,11.87699,17.86051,9.26194,0.13236,0.00423,0.44122,-0.14886,0.43319,0.11496,-0.10222,0.50188,317.44232,371.04666,384.62442,718.83484,147.61255,316.64124,735.31268,236.27975,9.59353,251.06625,-31.8147,64.17514,45.48614,80.19102,26.00728,-23.92078
863,0.918,0.628,-0.164,-1.14254,-1.229,0.104,0.27239,-1.376,15.31645,14.93719,7.08526,11.98947,9.76019,11.62788,17.6507,9.05165,-0.59824,-0.65704,-0.28872,0.49417,-0.70047,-0.05905,0.75268,-0.64276,274.73514,426.89508,305.12057,449.94714,155.8076,284.80975,669.42444,218.65327,134.1021,106.34022,166.61554,322.08655,115.26118,75.15211,-0.66284,141.42816
864,1.408,2.802,-4.645,-0.35683,0.372,-1.633,-1.4685,-0.015,14.67485,14.37102,7.05986,12.68305,8.90623,11.53196,18.6057,8.04324,1.43936,0.63401,1.72494,1.27126,1.3377,1.30455,0.68534,1.71857,281.06375,551.69489,327.23407,554.91974,221.01575,265.8345,563.43445,247.49205,9.93002,0.40532,-32.88243,-60.6503,-43.24697,3.40549,-111.55438,1.81188
865,-3.365,-4.604,-0.964,-0.86468,-6.424,-0.548,2.8493,-5.851,16.82632,15.55443,8.04691,12.73758,9.81589,12.55055,18.49875,9.67058,-0.41813,0.02086,-0.49063,-0.25857,-0.22014,-0.33182,0.0086,-0.25206,179.81505,470.51559,293.87799,616.9342,159.63109,294.94089,854.90802,183.91841,62.38251,73.56583,64.08456,47.11357,33.63702,-25.72874,-169.82542,62.11986
866,-1.234,-2.136,-0.986,-1.17329,-1.525,-0.099,1.69918,-0.627,15.03361,14.9212,7.08329,12.28701,9.67906,11.38896,17.39512,8.84037,-0.47135,-0.71737,-0.47705,0.13063,-0.58026,-0.14183,0.62408,-0.69577,278.85013,306.15112,333.08994,544.43292,199.64737,266.62491,710.96143,212.8022,4.26945,165.00484,34.39558,117.71148,41.35342,50.84267,-9.20146,84.76534
867,-2.516,-0.125,-1.229,-3.10794,-1.695,-3.681,-2.75319,-1.191,15.47944,15.13899,7.67024,13.50177,10.3121,11.90234,18.78112,9.10581,-0.24813,-0.41769,-0.25787,-0.10995,-0.50501,-0.10525,-0.04498,-0.24899,285.63449,381.65848,291.27328,491.84616,184.07407,295.31076,562.89856,239.15796,27.50282,280.86148,128.54297,144.23192,72.20016,23.35345,51.42162,74.34338
868,-4.637,-3.181,-4.143,-0.07449,-4.917,-4.451,-1.77519,-4.283,16.23659,15.39292,8.159,12.6674,10.50627,12.8511,18.97722,9.51162,-1.18481,-0.98193,-0.82983,-0.05697,-1.20072,-1.15577,-0.51619,-1.15377,213.005,577.48535,291.27722,588.47931,186.82733,252.37964,564.42102,215.2056,70.39487,-194.02664,94.96583,100.59148,-13.34557,75.51254,171.2283,73.6362
869,-3.486,-6.079,0.282,-1.02942,-3.785,0.532,-1.68374,-2.177,15.87014,15.47507,7.29221,11.97272,10.1305,11.9031,18.1513,9.20656,0.34535,-0.0216,0.56027,0.35443,0.48558,0.20071,-0.1327,0.67816,313.53867,383.90173,380.21603,771.47638,157.17154,319.55087,670.70721,247.03864,-7.08843,94.19044,-4.71623,22.23451,25.53062,52.36776,155.85442,-15.20797
870,-0.873,1.786,-1.369,-0.32263,1.678,-2.482,-1.34338,2.116,14.75361,14.40495,7.08223,12.58148,9.00912,11.55803,18.55629,8.08375,1.3156,0.65596,1.55888,1.22211,1.28884,1.12765,0.55241,1.57956,284.43182,565.08179,328.92468,548.48468,215.48016,275.21497,572.1944,257.05759,12.55799,-10.08038,-22.65655,-59.81524,-31.94851,0.16061,-83.48492,6.87132
871,0.494,1.008,2.452,-2.12527,-0.327,0.963,-2.1474,0.243,16.02773,14.49656,6.51355,11.53565,8.34718,11.62572,17.74351,7.84854,1.34937,-0.1811,0.80697,0.33627,0.26445,0.808,0.56826,0.49979,294.31955,502.8439,447.84033,655.67407,192.86787,348.45786,706.48206,236.11678,5.02702,222.12724,-79.83625,85.40855,24.66801,-40.06019,0.89626,-43.27791
872,-2.248,-1.702,-2.62,-2.26594,-4.951,-1.536,-1.15507,-5.227,16.52975,15.51127,7.76947,12.42029,10.44611,12.23525,18.14647,9.90063,-0.20012,-0.05569,0.2575,0.7851,-0.07728,0.09543,0.79309,-0.17268,276.88882,340.44998,383.74515,786.98163,160.92445,330.66382,838.97888,230.69542,4.69733,204.08681,5.71457,-153.16164,49.04896,65.60478,-212.6909,54.80159
873,-1.257,-1.117,2.913,-1.82055,-0.845,0.205,-1.12616,-0.563,16.07291,14.75779,6.5994,11.77121,8.39101,11.62506,17.89736,7.94421,1.38873,-0.13906,0.86988,0.39717,0.31991,0.80837,0.58294,0.52341,289.49295,474.08588,449.66092,643.9433,203.52264,350.40268,679.36444,253.05768,17.85976,215.22888,-78.73888,84.48727,26.22805,-24.54534,11.60661,-42.31427
874,-0.978,0.139,-1.95,-1.10826,1.294,-2.024,-1.06026,1.354,14.58987,14.22991,6.67444,12.46274,8.96943,11.32731,18.37564,8.24077,0.75432,0.51564,0.81424,0.33994,0.69637,0.46054,-0.16106,0.75329,283.18304,476.88397,336.59988,637.18311,221.76396,289.4899,644.76404,273.66763,-10.72627,112.84244,14.89198,-64.60122,23.17958,-24.24369,-88.56215,5.81291
875,-2.398,-1.167,-2.001,-3.10794,-1.576,-2.539,-2.75319,-1.324,15.47944,15.13899,7.67024,13.50177,10.3121,11.90234,18.78112,9.10581,-0.24813,-0.41769,-0.25787,-0.10995,-0.50501,-0.10525,-0.04498,-0.24899,285.63449,381.65848,291.27328,491.84616,184.07407,295.31076,562.89856,239.15796,27.50282,280.86148,128.54297,144.23192,72.20016,23.35345,51.42162,74.34338
876,2.526,0.632,0.484,-1.49552,1.215,3.379,-1.35552,2.598,15.20405,15.10412,6.40896,12.14126,9.10865,11.5272,18.18311,8.13649,0.37429,0.00418,0.66491,-0.23951,0.24747,0.47287,0.03669,1.03159,351.85107,479.32492,422.91919,751.01251,204.79068,341.55045,723.47467,298.6861,81.48351,326.85184,-23.00517,-122.55811,105.70979,19.2263,-33.89612,61.21288
877,2.135,2.538,2.197,2.821,2.222,0.953,-0.45014,2.181,14.52599,14.49011,6.24435,12.04413,9.22744,10.97204,17.80147,8.08999,0.76992,0.23609,0.66264,0.11959,0.34753,0.85888,0.43877,0.96832,277.72443,611.69305,387.70245,846.07556,225.84314,304.80704,773.2019,292.37378,42.93464,-130.42496,-25.9725,-202.60312,-37.44821,87.13953,-57.66034,-36.24063
878,-4.085,-2.313,-5.832,-1.4651,-3.452,-5.007,-2.67396,-3.341,16.08844,15.04053,8.69843,13.93248,10.30876,12.84009,19.35578,9.75557,-0.92155,-0.26896,-0.96241,-0.56662,-0.39311,-0.7924,-0.47049,-0.70294,265.13531,520.86804,283.04953,474.58981,160.48233,248.48544,437.56747,228.64439,-51.63766,-95.20359,59.76088,49.49229,-8.6759,-7.70322,143.54439,9.96839
879,-3.502,-1.917,-0.722,-2.56734,-3.07,-2.6,-2.37619,-2.352,15.30754,14.91313,7.84792,13.48711,10.13978,12.14556,18.88072,9.31572,-0.26746,-0.2643,-0.71252,-0.76966,-0.8642,-0.28311,-0.27446,-0.77988,201.38042,394.81863,340.03162,509.08878,139.26904,231.96483,581.69611,234.10201,141.21161,278.53094,-1.21025,-29.01919,91.50327,41.94053,-26.80905,38.50374
880,-1.32,-1.269,-0.354,-0.8625,-2.202,-0.783,1.16734,-1.487,15.00161,14.89884,7.12102,12.30596,9.64573,11.35331,17.32865,8.86848,-0.55225,-0.74687,-0.69309,-0.11385,-0.67433,-0.24071,0.57163,-0.8801,290.56683,312.36105,313.18716,511.90021,207.21385,270.19403,733.75769,194.63289,-4.59929,184.73288,50.96721,145.29292,36.4164,47.0128,-65.77107,105.05673
881,1.009,1.588,0.292,-0.30098,1.672,-0.19,0.08878,2.577,14.59911,14.31709,6.74204,12.3127,9.09817,11.39113,18.33356,7.91189,0.65818,0.76598,0.85567,0.96134,1.34314,0.53246,0.48804,1.19268,303.26501,518.54309,355.88217,675.85645,209.75574,308.38458,760.10712,287.49683,62.97153,51.43919,15.55375,-70.64855,-11.78016,70.57526,-99.10548,-28.68177
882,-0.282,2.482,-3.146,-0.35683,0.213,-2.061,-1.4685,0.062,14.67485,14.37102,7.05986,12.68305,8.90623,11.53196,18.6057,8.04324,1.43936,0.63401,1.72494,1.27126,1.3377,1.30455,0.68534,1.71857,281.06375,551.69489,327.23407,554.91974,221.01575,265.8345,563.43445,247.49205,9.93002,0.40532,-32.88243,-60.6503,-43.24697,3.40549,-111.55438,1.81188
883,-2.462,-0.031,-2.55,-1.07429,-3.966,-2.697,-1.07714,-4.606,16.51279,15.30381,7.44256,11.87365,9.87309,12.42961,18.09452,9.35399,-0.69115,0.2767,-0.15575,0.72508,0.08601,-0.82476,-0.04628,-0.23192,191.1216,392.52551,309.98718,638.29095,172.9389,257.87128,611.41376,188.80023,128.56703,8.70288,51.88837,-108.60454,15.13589,127.13428,-53.22801,57.88784
884,-5.967,-4.486,-3.754,0.25277,-6.672,-5.009,-1.24242,-7.535,16.3606,15.82405,9.04699,13.76593,11.68539,12.95371,19.25746,10.40742,-1.42127,-1.60944,-1.30769,-0.31275,-2.08252,-1.20558,-0.03384,-2.09207,234.88255,438.97348,263.12808,514.11133,175.83717,236.56866,574.06726,194.927,52.08948,-5.72774,99.90978,64.95269,-13.24309,78.02271,42.25304,51.6041
885,-3.391,-0.869,-2.478,-3.23928,-2.152,-3.064,-2.70497,-1.159,15.62891,15.15882,7.68952,13.41734,10.18425,12.06905,18.90776,9.19318,-0.46527,-0.52922,-0.43667,-0.22436,-0.55399,-0.19946,0.00025,-0.46376,280.06985,384.24542,289.80453,487.20618,181.12943,273.55872,549.30255,238.56201,28.03668,370.33197,154.80243,168.87729,74.02019,37.37984,39.7575,94.38734
886,-2.2,-1.718,-1.213,-1.58314,-2.498,-1.571,-0.91031,-2.072,15.19961,14.89389,7.66012,13.18305,10.01026,11.92357,18.4515,9.19374,-0.32514,-0.3826,-0.71825,-0.62001,-0.82585,-0.2712,-0.058,-0.81589,223.21161,371.67239,334.00116,510.71622,156.96223,241.33565,626.43195,222.74084,104.31072,247.76198,5.45456,7.83819,76.32861,42.56536,-42.57336,53.60088
887,-2.304,-1.866,-0.722,-1.02942,-2.8,-0.852,-1.68374,-2.035,15.87014,15.47507,7.29221,11.97272,10.1305,11.9031,18.1513,9.20656,0.34535,-0.0216,0.56027,0.35443,0.48558,0.20071,-0.1327,0.67816,313.53867,383.90173,380.21603,771.47638,157.17154,319.55087,670.70721,247.03864,-7.08843,94.19044,-4.71623,22.23451,25.53062,52.36776,155.85442,-15.20797
888,-1.54,-0.739,2.509,-2.34033,0.185,-0.865,-1.53031,1.078,15.88727,14.56182,6.60579,11.67408,8.61369,11.63032,17.76336,8.00381,0.6724,-0.16354,0.56936,0.22087,0.17624,0.45709,0.42639,0.36452,279.60684,514.62408,437.31363,661.89441,194.04337,337.0545,691.6272,238.89998,83.13084,221.25148,10.26221,111.88023,63.16689,99.50259,108.07111,42.67561
889,-1.488,-1.21,-2.31,-2.9039,-1.59,-1.985,-2.60527,-0.982,15.57415,15.2777,7.53165,13.17406,10.23146,11.81618,18.49828,9.17199,-0.35492,-0.35902,-0.20953,0.01489,-0.43451,-0.212,-0.10631,-0.2366,287.74487,393.87561,313.43475,496.16156,178.94426,320.29343,569.38715,235.80739,38.7447,203.57581,95.53528,189.25554,75.53999,7.62916,90.32785,74.70949
890,-1.244,-1.822,3.025,2.22542,-2.199,1.821,2.85279,-0.874,15.62054,15.20818,6.63611,11.80794,9.03239,11.4506,17.91403,8.37194,0.2741,-0.21294,0.54967,0.21134,0.19856,0.69782,1.06692,0.30316,220.43791,438.08887,367.27084,765.28394,153.05917,286.57355,695.9743,220.07491,72.32049,117.75981,46.59977,1.08808,41.30383,-7.31931,-14.40189,49.9836
891,0.5,2.483,-1.655,-1.72464,0.577,-1.429,-1.28641,0.923,14.865,14.30893,7.15318,12.71734,8.86185,11.6856,18.78765,8.32128,1.46378,1.18527,1.4746,0.87686,1.76993,1.18977,0.46479,1.77423,334.07202,586.41309,382.85928,616.29694,204.19026,336.09451,689.77258,249.00046,-73.54416,-130.46428,-85.21526,-127.66901,-41.33704,-97.75016,-190.81712,-23.84225
892,-0.55,1.65,-5.076,-2.93137,-0.893,-2.86,-2.18249,-0.267,15.87076,15.66596,7.37774,12.85064,10.21004,11.65343,18.16394,9.25254,-0.51761,-0.31415,0.01419,0.35455,-0.17618,-0.31843,-0.21397,0.01672,320.211,392.93579,336.9429,493.86859,189.00267,377.31064,536.21069,236.24551,10.26637,111.64147,75.60567,281.02463,70.12919,-22.64843,189.55688,79.60751
893,1.235,-0.065,1.703,1.00635,-1.473,2.456,2.16445,-0.904,15.95316,15.26589,6.4211,11.74223,8.2886,11.5247,17.98203,8.02122,0.11511,-0.02686,0.45523,0.46957,0.28331,0.2011,0.41201,0.19473,271.23532,292.41766,374.18893,763.98755,173.65405,310.72153,662.06793,216.86086,15.7504,164.93317,73.43269,-129.29739,52.1888,36.98544,-17.45089,72.32776
894,0.7,1.982,-0.405,-1.38712,1.954,-0.506,-1.14708,2.567,14.70442,14.3338,6.82978,12.41094,8.92358,11.49945,18.48706,8.05248,0.86637,0.84375,0.97673,0.73922,1.58141,0.70898,0.44234,1.34415,307.37952,569.92316,376.02237,750.36859,210.01469,302.09583,772.9353,286.57217,22.82592,8.97781,10.41031,-161.81133,-0.03025,32.71513,-163.53,-7.15502
895,-1.966,-1.4,-0.212,-0.8625,-1.292,-1.331,1.16734,-0.603,15.00161,14.89884,7.12102,12.30596,9.64573,11.35331,17.32865,8.86848,-0.55225,-0.74687,-0.69309,-0.11385,-0.67433,-0.24071,0.57163,-0.8801,290.56683,312.36105,313.18716,511.90021,207.21385,270.19403,733.75769,194.63289,-4.59929,184.73288,50.96721,145.29292,36.4164,47.0128,-65.77107,105.05673
896,0.075,0.295,3.855,-1.5089,2.624,1.978,2.0485,4.855,15.78361,15.63004,6.9614,11.9828,9.77479,11.75087,17.81345,9.09205,0.39286,0.10555,0.30535,-0.09492,0.20106,0.52761,0.6688,0.33322,393.32913,523.04059,467.21051,724.00195,215.4767,444.65134,871.37347,331.73483,-158.79321,171.50314,-64.06894,-1.57611,38.27904,-122.54762,-231.46378,-50.12563
897,0.011,1.109,0.455,-2.12527,-0.463,0.519,-2.1474,1.307,16.02773,14.49656,6.51355,11.53565,8.34718,11.62572,17.74351,7.84854,1.34937,-0.1811,0.80697,0.33627,0.26445,0.808,0.56826,0.49979,294.31955,502.8439,447.84033,655.67407,192.86787,348.45786,706.48206,236.11678,5.02702,222.12724,-79.83625,85.40855,24.66801,-40.06019,0.89626,-43.27791
898,-0.994,-3.579,1.801,0.66938,-2.45,1.663,1.3437,-0.23,15.43691,15.04606,6.92671,12.27237,9.9486,11.66212,18.14777,8.91693,0.09737,-0.36908,0.4729,0.6374,-0.05255,0.5708,0.87031,0.12454,215.13727,384.95032,413.888,729.53339,134.75267,287.91797,618.37207,264.13947,115.32768,115.43668,23.66356,7.93295,76.48827,21.66682,110.77853,55.18352
899,2.907,-1.848,2.53,-1.41792,0.927,3.062,-1.36547,3.755,15.34508,15.25164,6.49859,12.2585,9.07078,11.58895,18.33158,8.10383,0.21477,-0.11218,0.57537,-0.384,0.41403,0.29953,-0.28962,1.07512,375.40469,447.31067,429.62982,744.58722,222.99695,370.98428,693.60071,321.07419,56.30221,449.45337,-5.77168,-98.09746,113.95737,-22.28153,-20.57312,63.22951
900,-1.244,-3.211,1.722,-0.88896,-1.971,-1.391,-0.17481,-0.069,15.56073,15.12541,7.16882,12.27107,9.98896,11.81465,18.08126,9.03946,0.11402,-0.39807,0.62233,1.15605,0.00967,0.3718,0.55249,0.37873,245.30051,342.25098,409.71805,702.5899,151.36357,274.89957,594.4834,294.27084,62.07681,46.48798,-8.02062,22.03278,71.55896,48.8991,234.29286,2.25184
901,-4.326,-2.764,-2.527,-3.03499,-2.251,-4.118,-2.46928,-0.942,16.12446,15.36343,7.67671,12.93197,9.76848,12.46624,19.00891,9.54435,-1.13397,-0.72009,-0.91042,-0.51927,-0.65212,-0.57896,-0.02714,-1.05551,254.03305,400.05981,320.28391,480.12323,161.38223,232.99437,506.67044,234.50246,58.96655,524.38342,159.60927,235.36565,84.52474,60.0961,45.47017,136.31409
902,0.53,-2.143,0.156,1.50389,-1.293,0.282,3.08034,-0.073,15.50901,15.15563,6.63044,11.66729,8.84863,11.36606,17.61908,8.21489,0.31708,-0.14501,0.66448,0.28641,0.22576,0.73064,1.16437,0.48244,224.90552,469.84375,340.6572,733.69122,176.72681,274.95255,745.03961,235.87196,54.47823,78.55685,40.20795,38.63359,26.04564,-7.68875,-51.06451,10.3817
903,-1.716,-3.261,-0.621,-2.73888,-5.596,-0.279,-1.6997,-4.212,16.09708,15.51757,7.54693,12.20388,10.30204,11.99709,17.96333,9.47854,0.02492,-0.01693,0.38147,0.15248,0.23494,0.12755,0.21943,0.26229,303.51208,362.62021,385.496,743.87628,151.92818,320.49554,779.58118,234.04393,6.36327,243.77338,-21.41339,-15.09987,49.713,75.99039,-71.42288,2.87848
904,-2.784,-1.092,1.15,-1.86079,-3.738,-0.212,-1.57444,-2.962,15.87255,15.52714,7.40825,12.07429,10.24827,11.87699,17.86051,9.26194,0.13236,0.00423,0.44122,-0.14886,0.43319,0.11496,-0.10222,0.50188,317.44232,371.04666,384.62442,718.83484,147.61255,316.64124,735.31268,236.27975,9.59353,251.06625,-31.8147,64.17514,45.48614,80.19102,26.00728,-23.92078
905,-0.4,-0.954,5.117,-1.02426,-1.285,1.761,0.21636,-0.232,15.93223,15.10487,6.68141,12.05205,8.63712,11.53823,17.96049,8.21821,0.77417,0.00622,0.68568,0.46149,0.37605,0.60233,0.53124,0.42274,293.16977,400.14807,422.173,703.12592,206.13457,343.66632,675.20239,255.99721,19.30942,187.30244,1.11993,-24.85209,23.01525,39.17755,20.38439,18.7608
906,-3.001,-2.59,-3.108,-2.24351,-3.24,-4.415,-3.50901,-2.835,15.84197,14.85207,8.28884,13.70049,10.06181,12.56161,19.23673,9.49352,-0.84215,-0.22135,-0.778,-0.61855,-0.52392,-0.68133,-0.44844,-0.82144,221.43031,482.17233,280.18045,439.40979,160.9857,215.45419,416.11432,207.02602,18.17225,-6.73272,57.88849,95.06782,18.3427,36.62391,158.53253,34.28978
907,-6.052,-5.045,-4.975,0.25277,-6.106,-5.224,-1.24242,-5.707,16.3606,15.82405,9.04699,13.76593,11.68539,12.95371,19.25746,10.40742,-1.42127,-1.60944,-1.30769,-0.31275,-2.08252,-1.20558,-0.03384,-2.09207,234.88255,438.97348,263.12808,514.11133,175.83717,236.56866,574.06726,194.927,52.08948,-5.72774,99.90978,64.95269,-13.24309,78.02271,42.25304,51.6041
908,-0.621,-1.289,2.576,2.22542,-1.62,1.134,2.85279,-0.691,15.62054,15.20818,6.63611,11.80794,9.03239,11.4506,17.91403,8.37194,0.2741,-0.21294,0.54967,0.21134,0.19856,0.69782,1.06692,0.30316,220.43791,438.08887,367.27084,765.28394,153.05917,286.57355,695.9743,220.07491,72.32049,117.75981,46.59977,1.08808,41.30383,-7.31931,-14.40189,49.9836
909,-1.293,-2.037,2.191,-0.35674,-1.931,-0.683,0.77266,-0.766,15.48113,15.04188,7.11073,12.33274,9.97817,11.77014,18.04977,8.99059,0.04507,-0.43099,0.60903,1.1338,-0.07883,0.43686,0.73674,0.26848,225.85591,343.29468,419.35623,691.75964,144.02373,269.44339,592.23645,297.85712,89.77855,73.62289,-8.36788,20.76914,84.63495,47.17991,207.30037,11.87088
910,-4.991,-4.398,0.477,-0.86468,-5.198,-2.235,2.8493,-4.26,16.82632,15.55443,8.04691,12.73758,9.81589,12.55055,18.49875,9.67058,-0.41813,0.02086,-0.49063,-0.25857,-0.22014,-0.33182,0.0086,-0.25206,179.81505,470.51559,293.87799,616.9342,159.63109,294.94089,854.90802,183.91841,62.38251,73.56583,64.08456,47.11357,33.63702,-25.72874,-169.82542,62.11986
911,-2.954,-2.751,-0.175,-1.35579,-1.395,-1.413,0.81498,-0.443,15.24123,14.9858,7.13951,12.34153,9.82089,11.56111,17.64802,8.93104,-0.24764,-0.62163,-0.00412,0.59698,-0.37109,0.09267,0.65562,-0.27089,259.67877,311.69418,371.5752,605.77905,179.17397,265.85886,662.50006,253.05684,31.26549,128.3913,5.62013,72.41391,58.66979,50.08123,89.85838,46.37157
912,-0.246,-2.22,0.894,-0.34128,0.732,-1.275,-1.49853,2.374,14.56069,14.77343,6.32994,11.50293,8.85835,11.34269,18.14208,7.88433,0.29424,-0.6254,0.29313,0.25288,-0.02314,0.46552,0.50218,0.21477,291.83847,440.38525,358.55246,513.69904,188.10753,225.09886,439.95038,251.51755,85.35743,387.98337,100.64374,117.84755,58.88807,154.16872,177.25763,82.14551
913,-1.905,-4,-0.944,-1.1626,-2.545,-2.212,-1.05314,-0.854,15.66019,15.26139,7.20563,12.14709,10.00864,11.83198,18.11724,9.09507,0.20791,-0.2913,0.53462,0.86037,0.16673,0.27702,0.26697,0.45734,276.7673,356.66364,389.19672,725.77368,159.95778,292.73416,622.33673,269.62082,24.79511,43.37423,3.28279,26.18124,46.30827,45.37847,211.64867,4.37422
914,-2.868,-2.767,-3.306,-3.03499,-1.952,-3.03,-2.46928,-0.793,16.12446,15.36343,7.67671,12.93197,9.76848,12.46624,19.00891,9.54435,-1.13397,-0.72009,-0.91042,-0.51927,-0.65212,-0.57896,-0.02714,-1.05551,254.03305,400.05981,320.28391,480.12323,161.38223,232.99437,506.67044,234.50246,58.96655,524.38342,159.60927,235.36565,84.52474,60.0961,45.47017,136.31409
915,-0.771,0.028,-0.151,-0.75255,-0.058,-1.633,-0.21321,1.064,15.07141,14.80181,6.70372,12.20935,9.62747,11.66091,18.19798,8.74072,-0.31142,-0.20043,-0.31026,-0.05225,-0.27993,-0.46165,-0.21825,-0.52555,278.24161,474.12891,316.27393,584.99054,176.69814,326.00458,707.06342,222.30667,14.56915,226.56795,88.77914,292.88568,53.28737,-24.71682,82.54012,81.46335
916,-0.107,-2.094,-0.261,0.05334,0.781,0.061,-0.5632,2.621,14.77942,14.80421,6.56063,11.8004,9.18267,11.41675,18.02463,8.19909,0.21668,-0.45127,0.27188,0.09672,0.01664,0.37785,0.43886,0.22836,273.78952,490.53973,373.49234,571.1377,199.46735,249.09969,518.13696,257.17053,96.42691,313.23602,100.59349,129.45949,67.51542,173.65114,180.77638,89.26258
917,2.953,0.582,1.242,-1.35238,2.173,2.553,1.24336,3.775,15.45362,15.07182,7.07179,12.2983,9.5086,11.81298,18.11596,8.90126,-0.06141,0.04127,0.00194,0.19454,-0.06193,0.01901,0.3176,-0.01211,407.4996,579.67609,469.34509,725.39905,237.72525,417.72784,841.36938,333.01273,-167.06081,0.2005,-106.88491,-114.27316,-6.69426,-147.21486,-218.5997,-80.75498
918,1.823,0.257,-1.395,-1.14254,-1.372,0.462,0.27239,-0.444,15.31645,14.93719,7.08526,11.98947,9.76019,11.62788,17.6507,9.05165,-0.59824,-0.65704,-0.28872,0.49417,-0.70047,-0.05905,0.75268,-0.64276,274.73514,426.89508,305.12057,449.94714,155.8076,284.80975,669.42444,218.65327,134.1021,106.34022,166.61554,322.08655,115.26118,75.15211,-0.66284,141.42816
919,0.977,0.068,-1.93,-1.14254,-2.254,0.419,0.27239,-1.299,15.31645,14.93719,7.08526,11.98947,9.76019,11.62788,17.6507,9.05165,-0.59824,-0.65704,-0.28872,0.49417,-0.70047,-0.05905,0.75268,-0.64276,274.73514,426.89508,305.12057,449.94714,155.8076,284.80975,669.42444,218.65327,134.1021,106.34022,166.61554,322.08655,115.26118,75.15211,-0.66284,141.42816
920,-2.163,-2.437,-0.67,-2.26594,-5.812,-0.613,-1.15507,-5.503,16.52975,15.51127,7.76947,12.42029,10.44611,12.23525,18.14647,9.90063,-0.20012,-0.05569,0.2575,0.7851,-0.07728,0.09543,0.79309,-0.17268,276.88882,340.44998,383.74515,786.98163,160.92445,330.66382,838.97888,230.69542,4.69733,204.08681,5.71457,-153.16164,49.04896,65.60478,-212.6909,54.80159
921,-0.84,0.91,-2.654,-2.93137,-1.424,-2.113,-2.18249,-1.101,15.87076,15.66596,7.37774,12.85064,10.21004,11.65343,18.16394,9.25254,-0.51761,-0.31415,0.01419,0.35455,-0.17618,-0.31843,-0.21397,0.01672,320.211,392.93579,336.9429,493.86859,189.00267,377.31064,536.21069,236.24551,10.26637,111.64147,75.60567,281.02463,70.12919,-22.64843,189.55688,79.60751
922,-4.317,-1.636,-5,-0.36455,-4.68,-5.488,-1.83428,-5.075,16.2345,15.3175,8.82132,13.79574,10.72089,12.943,19.31917,9.94629,-1.09684,-0.68912,-1.08027,-0.43172,-0.86083,-0.96853,-0.38293,-1.06006,263.20203,519.50342,280.36145,507.48959,167.43161,254.73116,490.28043,224.88036,-30.6174,-110.78088,74.03127,47.45729,-17.6515,11.39411,120.15067,21.36161
